release_sequence,release_key,provider,model,release_date,mention_position,raw_mention,benchmark_id,benchmark_name,match_source,match_type,source_author,frontier_lab_author_affiliations,source_author_group,self_affiliated_source,legacy_task_mode,legacy_task_domain,headline_task_mode,facet_domain,construct_claim,benchmark_lifecycle_risk
25,Anthropic::Claude 4.5 (Haiku)::2025-10-16,Anthropic,Claude 4.5 (Haiku),2025-10-16,7,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Constraint Satisfaction,Bio/Medicine; General/Commonsense; Law; Multilingual; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
25,Anthropic::Claude 4.5 (Haiku)::2025-10-16,Anthropic,Claude 4.5 (Haiku),2025-10-16,8,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,1,HLE (Humanity's Last Exam),benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),canonical,exact,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math; Visual/Document,domain_expertise; factual_knowledge; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,2,ARC-AGI,benchmark_arc_agi,ARC-AGI,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Multimodal Perception,General/Commonsense; STEM/Math; Visual/Document,multimodal_understanding; reasoning,construct_validity_risk; contamination_risk; distribution_shift_risk
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,3,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,4,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,mathematical_reasoning; reasoning,contamination_risk; version_instability
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,5,MathArena Apex,benchmark_matharena_apex,MathArena Apex,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,domain_expertise; mathematical_reasoning; reasoning,contamination_risk; private_or_opaque_eval; unclear_metric
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,6,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,7,ScreenSpot-Pro,benchmark_screenspot_pro,ScreenSpot-Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Agentic,Other Specialized; Visual/Document,computer_use; domain_expertise; multimodal_understanding,construct_validity_risk; distribution_shift_risk
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,8,CharXiv,benchmark_charxiv,CharXiv,canonical,exact,Academia,none,Academia,False,Multimodal Perception,STEM/Math,Multimodal Perception,STEM/Math; Visual/Document,document_understanding; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,9,OmniDocBench 1.5,benchmark_omnidocbench_1_5,OmniDocBench 1.5,canonical,exact,"Academia, Others(Abaka AI)",none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Multilingual; Visual/Document,document_understanding; multimodal_understanding,construct_validity_risk; contamination_risk; version_instability
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,10,Video-MMMU,benchmark_video_mmmu,Video-MMMU,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,11,LiveCodeBench,benchmark_livecodebench,LiveCodeBench,canonical,exact,Academia,none,Academia,False,Generative Reasoning,Coding/Engineering,Generative Reasoning,Coding/Engineering; STEM/Math,coding; reasoning,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,12,Terminal-Bench 2.0,benchmark_terminal_bench_2_0,Terminal-Bench 2.0,canonical,exact,Academia,Anthropic,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Other Specialized,agentic_task_completion; coding; computer_use; software_engineering; tool_use,construct_validity_risk; contamination_risk; version_instability
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,13,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,14,TAU-2 bench,benchmark_tau_2_bench,TAU-2 bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,15,Vending-Bench 2,benchmark_vending_bench_2,Vending-Bench 2,canonical,exact,Others(Andon Labs),none,Independent/industry,False,Agentic,General/Commonsense,Agentic,Finance; General/Commonsense; Other Specialized,agentic_task_completion; reasoning; tool_use; web_navigation,construct_validity_risk; distribution_shift_risk; unclear_metric
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,16,FACTS Benchmark suite,benchmark_facts_benchmark_suite,FACTS Benchmark suite,canonical,exact,Google,Google; DeepMind,Self-affiliated frontier lab,True,Knowledge Retrieval,General/Commonsense,Multimodal Perception,General/Commonsense; Other Specialized,document_understanding; factual_knowledge; instruction_following,construct_validity_risk; contamination_risk; provider_created_benchmark
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,17,SimpleQA,benchmark_simpleqa,SimpleQA,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Knowledge Retrieval,General/Commonsense,Knowledge Retrieval,General/Commonsense,factual_knowledge,construct_validity_risk; contamination_risk; provider_created_benchmark
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,18,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Constraint Satisfaction,Bio/Medicine; General/Commonsense; Law; Multilingual; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,19,Global PIQA,benchmark_global_piqa,Global PIQA,canonical,exact,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Generative Reasoning,General/Commonsense; Multilingual,reasoning,construct_validity_risk; contamination_risk
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,20,MRCR,benchmark_mrcr,MRCR,canonical,exact,OpenAI,Google; DeepMind,Self-affiliated frontier lab,True,Generative Reasoning,General/Commonsense,Knowledge Retrieval,General/Commonsense,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk
27,Google::Gemini 3.0::2025-11-18,Google,Gemini 3.0,2025-11-18,21,LMArena,benchmark_lmarena,LMArena,canonical,exact,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Agentic,General/Commonsense; Multilingual,instruction_following; preference_or_human_judgment; reasoning,construct_validity_risk; distribution_shift_risk; private_or_opaque_eval; version_instability
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,1,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,2,Terminal-Bench 2.0,benchmark_terminal_bench_2_0,Terminal-Bench 2.0,canonical,exact,Academia,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Other Specialized,agentic_task_completion; coding; computer_use; software_engineering; tool_use,construct_validity_risk; contamination_risk; version_instability
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,3,TAU-2 bench,benchmark_tau_2_bench,TAU-2 bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,4,Scale MCP-Atlas,benchmark_scale_mcp_atlas,Scale MCP-Atlas,canonical,exact,Others(Scale AI),none,Independent/industry,False,Agentic,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; reasoning; tool_use,private_or_opaque_eval; provider_created_benchmark; unclear_metric; version_instability
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,5,OSWorld,benchmark_osworld,OSWorld,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; General/Commonsense; Visual/Document,agentic_task_completion; computer_use; multimodal_understanding; tool_use; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,6,ARC-AGI-2,benchmark_arc_agi_2,ARC-AGI-2,canonical,exact,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Multimodal Perception,General/Commonsense; Visual/Document,multimodal_understanding; reasoning,construct_validity_risk; contamination_risk; distribution_shift_risk
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,7,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,8,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,9,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Constraint Satisfaction,Bio/Medicine; General/Commonsense; Law; Multilingual; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,10,SWE-bench Multilingual,benchmark_swe_bench_multilingual,SWE-bench Multilingual,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Multilingual,agentic_task_completion; coding; reasoning; software_engineering; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,11,Aider Polyglot,benchmark_aider_polyglot,Aider Polyglot,canonical,exact,Others(Aider),none,Independent/industry,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; Multilingual,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,12,BrowseComp-Plus,benchmark_browsecomp_plus,BrowseComp-Plus,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; factual_knowledge; reasoning; tool_use; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk
28,Anthropic::Claude 4.5 (Opus)::2025-11-24,Anthropic,Claude 4.5 (Opus),2025-11-24,13,Vending-Bench,benchmark_vending_bench,Vending-Bench,canonical,exact,Others(Andon Labs),none,Independent/industry,False,Agentic,General/Commonsense,Agentic,Finance; General/Commonsense; Other Specialized,agentic_task_completion; reasoning; tool_use,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
29,OpenAI::GPT-5.2::2025-12-11,OpenAI,GPT-5.2,2025-12-11,1,GDPval,benchmark_gdpval,GDPval,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Agentic,Bio/Medicine; Coding/Engineering; Finance; Law; Other Specialized,document_understanding; domain_expertise; instruction_following; preference_or_human_judgment; reasoning,construct_validity_risk; distribution_shift_risk; private_or_opaque_eval; provider_created_benchmark
29,OpenAI::GPT-5.2::2025-12-11,OpenAI,GPT-5.2,2025-12-11,2,SWE-bench Pro,benchmark_swe_bench_pro,SWE-bench Pro,canonical,exact,Others(Scale AI),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; provider_created_benchmark
29,OpenAI::GPT-5.2::2025-12-11,OpenAI,GPT-5.2,2025-12-11,3,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
29,OpenAI::GPT-5.2::2025-12-11,OpenAI,GPT-5.2,2025-12-11,4,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
29,OpenAI::GPT-5.2::2025-12-11,OpenAI,GPT-5.2,2025-12-11,5,CharXiv,benchmark_charxiv,CharXiv,canonical,exact,Academia,none,Academia,False,Multimodal Perception,STEM/Math,Multimodal Perception,STEM/Math; Visual/Document,document_understanding; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
29,OpenAI::GPT-5.2::2025-12-11,OpenAI,GPT-5.2,2025-12-11,6,HMMT,benchmark_hmmt,HMMT,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,domain_expertise; mathematical_reasoning; reasoning,contamination_risk; unclear_metric; version_instability
29,OpenAI::GPT-5.2::2025-12-11,OpenAI,GPT-5.2,2025-12-11,7,FrontierMath,benchmark_frontiermath,FrontierMath,canonical,exact,"Others(Epoch AI, backed by Google)",none,Independent/industry,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,domain_expertise; mathematical_reasoning; reasoning,private_or_opaque_eval
29,OpenAI::GPT-5.2::2025-12-11,OpenAI,GPT-5.2,2025-12-11,8,ARC-AGI,benchmark_arc_agi,ARC-AGI,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Multimodal Perception,General/Commonsense; STEM/Math; Visual/Document,multimodal_understanding; reasoning,construct_validity_risk; contamination_risk; distribution_shift_risk
